id,tipologia,operacion,direccion,barrio,ambientes,dormitorios,descripcion,apto_banco,precio,cod_zp,cod_lvi,link_interno,requisitos,imagen
445,local,alquiler,"Villa Mafekin, Córdoba",Villa Mafekin,2,,"SALOMON INMOBILIARIA OFRECE EN ALQUILER UN LOCAL COMERCIAL UBICADO EN CALLE REQUINOA 414, BARRIO MAFEKIN. CARACTERISTICAS: * LOCAL COMERC...Villa Mafekin",1,480000,57238921,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
448,departamento,venta,Hipolito Irigoyen 155 Piso 8 Dpto C,Nueva Cordoba,2,1,,0,33000,57567970,5566315,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
449,departamento,venta,Maipu 508 Piso 11 Dpto D,centro,5,4,,0,47000,57567971,5566316,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
450,departamento,venta,Chacabuco 53 Piso 11 Dpto B,centro,2,1,,1,32000,57567972,5566317,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
451,departamento,venta,Chacabuco 53 Piso 12 Dpto B,centro,2,1,,1,26000,57567973,5566318,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
452,departamento,venta,Chacabuco 53 Piso 11 Dpto C,centro,3,2,,1,36000,57567974,5566319,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
454,,,,,,,,0,146000,,,,,
455,,,,,,,,0,139000,,,,,
456,departamento,venta,Belgrano 425/435 Piso 8 Dpto D,centro,4,1,,1,43000,57567978,5566323,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
458,casa,venta,Ricardo Pedroni 1226,Escobar,3,2,,1,35000,57567980,5566325,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
459,,,,,,,,0,111000,,,,,
461,departamento,venta,Belgrano 435 Piso 11 Dpto D,centro,4,1,,0,47000,57567983,5566328,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
462,departamento,venta,Belgrano 435 Piso 12 Dpto D,centro,4,1,,0,50000,57567984,5566329,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
463,,,,,,,,0,173000,,,,,
465,departamento,venta,Illia 376 Piso 10 Dpto A,Nueva Cordoba,3,1,,0,43000,57567987,5566332,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
466,departamento,venta,Illia 376 Piso 10 Dpto B Barrio,Nueva Cordoba,3,1,,1,36000,57567988,5566333,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
467,departamento,venta,Figueroa Alcorta 355 Piso 5 Dpto B,centro,5,4,,1,46000,57567989,5566334,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
469,departamento,venta,Estrada 127 Piso 3 Dpto C,Nueva Cordoba,2,1,,1,33000,57567991,5566336,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
470,departamento,venta,Chubut 20 Piso 1 Dpto 23,Alberdi,3,2,,1,41000,57567992,5566337,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
473,departamento,venta,General Paz 540 Piso 1 Dpto D,centro,3,2,,0,41000,57567995,5566340,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
474,departamento,venta,Colon 1153 Piso 8 Dpto B Torre C,alberdi,3,2,,1,33000,57567996,5566341,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
475,departamento,venta,Chubut 20 Piso 3 Dpto 93,Alberdi,3,2,,0,35000,57567997,5566342,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
477,cochera,venta,Colon 1155 Subsuelo Coch 46,Alberdi,,,,1,10000,57567999,5566344,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
478,cochera,venta,Obispo Trejo 1070 - Coch Nº 11,Alberdi,,,,1,14000,57568000,5566345,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
479,,,,,,,,0,130000,,,,,
480,departamento,venta,Colon 1153 Piso 12 Dto B Torre C,Alberdi,5,2,,1,50000,57568002,5566347,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
483,departamento,venta,24 de Septiembre 1487 Piso 3,General Paz,2,1,,1,27000,57568005,5566350,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
484,lotes,venta,MONTECRISTO,MONTECRISTO,0,0,"LOTES en Venta (9 de Julio, Avellaneda, AV Macario - MONTECRISTO) 
FINANCIACIÓN DE PAGOS!",0,30000,,5104094,,,
485,departamento,venta,24 de Septiembre 1487 Piso 1 Dpto B,General Paz,3,2,,1,35000,57568007,5566352,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
486,departamento,venta,Brasil 1439 P.B Dpto 1,Maurizzi,3,2,,1,38000,57568008,5566353,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
487,departamento,venta,Brasil 1439 P.B Dpto 2,Maurizzi,3,2,,1,41000,57568009,5566354,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
488,departamento,venta,Brasil 1439 P.B Dpto 3,Maurizzi,2,1,,0,26000,57568010,5566355,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
489,departamento,venta,Brasil 1439 Piso 1 Dpto 4,Maurizzi,2,1,,0,28000,57568011,5566356,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
490,departamento,venta,Brasil 1439 Piso 1 Dpto 5,Maurizzi,2,1,,1,26000,57568012,5566357,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
491,departamento,venta,Brasil 1439 Piso P.A. Dpto 3,Maurizzi,4,3,,0,47000,57568013,5566358,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
492,departamento,alquiler,Brasil 1439,Maurizzi,3,1,"Salomón inmobiliaria ofrece en alquiler un hermoso depto ubicado en calle Brasil 1439 , barrio Maurizzi . Características: - Ambientes am...Maurizzi",1,260000,58179390,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
493,departamento,venta,Buchardo 1736 Piso 1 Dpto.30,Pueyrredon,3,2,,1,41000,57568015,5566360,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
494,casa,venta,Francisco Suarez 4225,Marques de Sobremonte,6,4,,1,86000,57568016,5566361,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
495,departamento,venta,Pueyrredon 75 Piso 3º Dpto. C,Nueva Cordoba,4,3,,1,53000,57568017,5566362,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
496,departamento,venta,Estrada 36/48 Piso 7 Dpto. B,Nueva Cordoba,1,1,,1,21000,57568018,5566363,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
497,departamento,venta,Montevideo 78 Piso 8 Dpto. C,Nueva Cordoba,2,1,,0,33000,57568019,5566364,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
498,departamento,venta,Montevideo 78 Piso 8 Dpto B,Nueva Cordoba,3,2,,1,41000,57568020,5566365,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
499,departamento,venta,Obispo Salguero 655 Piso 2 Dpto. A,Nueva Cordoba,2,1,,1,26000,57568021,5566366,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
500,departamento,venta,Obispo Salguero 648 Piso 12 Dpto. E,Nueva Cordoba,2,1,,1,28000,57568022,5566367,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
501,departamento,venta,Transito C.de Allende 415 Piso 22 Dpto. I,Nueva Cordoba,5,4,,0,48000,57568023,5566368,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
503,departamento,venta,Caseros 386 Piso 4 Dpto B,Centro,3,2,,0,35000,57568025,5566370,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
504,departamento,venta,Avellaneda 272 Piso 9 Dpto. D,Alberdi,5,2,,1,53000,57568026,5566371,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
505,departamento,venta,Colon 259 Piso 1º Local 141,Centro,2,1,,1,27000,57568027,5566372,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
509,departamento,venta,Duarte Quiros 1621 Piso 3 Dpto D,Alto alberdi,3,2,"¡No te lo pierdas! Ideal para vivir cómodo, bien ubicado y con todo al alcance de la mano ",1,44000,57568031,5569363,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
510,departamento,venta,Estrada 144 Piso 3 Dpto C,Nueva Cordoba,1,1,,0,23000,57568032,5566377,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
4801,cochera,venta,Colon Nº 1153 - Cochera 18,Alberdi,,,,1,11000,,,,,
4802,casa,venta,Uritorco 4124,Ameghino Sur,8,4,"Salomón inmobiliaria ofrece en venta dos casas ubicadas en Calle Uritorco 4124 esquina Fournier , del barrio Ameghino Sur de la ciudad de C...Ameghino Sur",0,76000,58765366,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4803,terreno,venta,Monte Cristo,,,,"Salomón inmobiliaria vende hermosos lotes en Montecristo. Ubicados sobre varias manzanas entre las calles Roque Saenz Peña, Avellaneda, Av ...",0,30000,56978508,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4804,oficina,venta,"Centro, Córdoba",Centro,5,,SALOMON INMOBILIARIA OFRECE EN VENTA UNA HERMOSA OFICINA UBICADA EN ROSARIO DE SANTA FE 231 PISO 8VO. CARACTERISTICAS: * EDIFICIO BOLSA...Centro,0,50000,55613747,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4805,casa,venta,VICENTE ESPINEL 2119,Zumarán,8,3,"SALOMON INMOBILIARIA OFRECE EN VENTA UNA HERMOSA CASA UBICADA EN VICENTE ESPINEL 2119 , BARRIO ANA MARIA ZUMARAN. CARACTERISTICAS: - 3 DO...Zumarán",0,58000,56868486,5513480,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4806,departamento,venta,Independencia,Nueva Córdoba,5,1,"SALOMÓN INMOBILIARIA VENDE HERMOSO DEPARTAMENTO EXTERNO UBICADO EN CALLE INDEPENDENCIA 1470, BARRIO NUEVA CORDOBA! CARACTERISTICAS: * PIS...Nueva Córdoba",0,60000,51792205,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4807,cochera,alquiler,"Alberdi, Córdoba",Alberdi,,,"SALOMON INMOBILIARIA OFRECE UNA COCHERA EN ALQUILER EN CALLE COLON 1155, BARRIO ALBERDI. CARACTERISTICAS * ZONA SUBSUELO * GRAN ESPACIO PA...Alberdi",1,90000,58176842,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4808,cochera,alquiler,"Alberdi, Córdoba",Alberdi,,,"SALOMON INMOBILIARIA OFRECE UNA COCHERA UBICADA EN AV COLON 1155, BARRIO ALBERDI. CARACTERISTICAS: * SUBSUELO * ENTRADA CON PORTON AUTOMA...Alberdi",1,90000,57587844,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4809,casa,venta,SARMIENTO 200,Centro,5,2,OFREZO EN VENTA UN PLAN DE VIVIENDA QUE TENGO CON LA COOPERATIVA HORIZONTE. * AVANZADO AL 64% * LISTAS PARA ADJUDICACION * AL DIA DE HOY S...Centro,0,25000,57016504,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4810,casa,venta,JOSE PEÑA 8501,16 de Noviembre,9,3,"SALOMON INMOBILIARIA OFRECE EN VENTA UNA CASA UBICADA EN CALLE JOSE PEÑA 8501, BARRIO 16 DE NOVIEMBRE. CARACTERISTICAS: * 3 DORMITORIOS...16 de Noviembre",0,55000,56327340,5486180,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4811,casa,venta,ESPOSOS CURIE 2045,Maipú,7,2,SALOMÓN INMOBILIARIA OFRECE EN VENTA UNA HERMOSA CASA MAS UN DEPARTAMENTO UBICADA EN CALLE ESPOSOS CURIE 2045. BARRIO MAIPU SEGUNDA SECCIÓN...Maipú,0,170000,55948440,5467896,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4812,casa,venta,PEDRO DE OLMEDO 1255,Marqués de Sobremonte,10,4,"SALOMÓN INMOBILIARIA OFRECE EN VENTA UNA CASA Y UN DEPARTAMENTO UBICADO EN PEDRO DEL OLMEDO 1255, BARRIO MARQUÉS DE SOBREMONTE! CARACTERÍS...Marqués de Sobremonte",0,80000,55851299,5583587,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4813,departamento,venta,CHUBUT 20,Alberdi,2,,"SALOMON INMOBILIARIA OFRECE EN VENTA UN MONOAMBIENTE UBICADO EN CALLE CHUBUT 20, BARRIO ALBERDI. CARACTERISTICAS: * PISO 1 * AMBIENTE A...Alberdi",0,27000,54880666,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4814,casa,alquiler,Naciones Unidas 843,Parque Vélez Sársfield,8,3,"SALOMÓN INMOBILIARIA OFRECE EN ALQUILER UNA CASA UBICADA EN CALLE NACIONES UNIDAS 843, BARRIO PARQUE VELEZ SARFIELD. CARACTERISTICAS: * C...Parque Vélez Sársfield",1,1100000,58483284,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4815,casa,venta,PARAGUAY,Paso de los Andes,8,3,SALOMON INMOBILIARIA OFRECE EN VENTA UNA CASA UBICADA EN CALLE PARAGUAY 562 BARRIO PASO DE LOS ANDES. CARACTERISTICAS * 3 DORMITORIOS C...Paso de los Andes,0,180000,55763214,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4816,casa,venta,Av. Malvinas Argentinas 450,San Antonio de Arredondo,8,4,SALOMON INMOBILIARIA PRESENTA UNA OPORTUNIDAD ÚNICA !!! Casa + Departamento sobre la orilla del río San Antonio de Arredondo – Av Malvinas...,0,400000,57957592,5565873,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
4817,conjunto de inmuebles,venta,Belgrano 1535,Guemes,,,"INMUEBLE/LOTES EN VENTA!!! EXCELENTE UBICACION PARA UN BUEN EMPRENDIMIENTO COMERCIAL/INMOBILIARIO, DOBLE INGRESO",,180000,,5040498,https://clasificados.lavoz.com.ar/avisos/terrenos-lotes/5040498/excelente-oportunidad,,
4818,departamento,venta,Pedro Zanni 765,Alberdi,,2,"Para más información o coordinar una visita, contáctanos por WhatsApp. ¡No dudes en consultar!",,60000,,5571649,https://clasificados.lavoz.com.ar/avisos/inmuebles/departamento/5571649/hermoso-depto-de-2d-con-patio-en-alberdi-oportunidad-unica,,
4819,casa,venta,Av Velez Sarfield 674,Nueva Córdoba,,4,OPORTUNIDAD PARA TU INVERSIÓN EN LA MEJOR ZONA DE CÓRDOBA CAPITAL!!!,,545000,,5263667,https://clasificados.lavoz.com.ar/avisos/inmuebles/casa/5263667/oportunidad-para-tu-inversion-en-mejor-zona-de-cordoba-capital,,
4820,departamento,venta,Av Velez Sarfield 152,Centro,,3,PARA MAS INFORMACIÓN AL WHATSAPP . NO TE LO PIERDAS!!!,,140000,,5236312,https://clasificados.lavoz.com.ar/avisos/inmuebles/departamento/5236312/precioso-depto-3d-con-balcon-en-pleno-centro,,
4821,terreno,venta,Publica 10,Comarca de Allende,,,HERMOSO LOTE APTO DUPLEX EN BARRIO NORTE 1 ! IMPERDIBLE,,18000,,5531627,https://clasificados.lavoz.com.ar/avisos/inmuebles/terreno/5531627/hermoso-lote-apto-duplex-en-barrio-norte-1-imperdible,,
4822,terreno,venta,Rumiñahui 8059,Arguello,,,PARA MAS INFORMACIÓN AL WHATSAPP . NO TE LO PIERDAS!!!,,12000,,5384227,https://clasificados.lavoz.com.ar/avisos/inmuebles/terreno/5384227/lote-en-oportunidad-en-barrio-arguello,,
4823,complejo,venta,1 de Mayo,Villa Carlos Paz,,,A UNA CUADRA DEL RIO!!!!,,250000,,5384246,https://clasificados.lavoz.com.ar/avisos/inmuebles/departamento/5384246/complejo-en-venta-en-villa-carlos-paz-a-una-cuadra-del-rio,,
